Industry_NAICS6_Make,Industry_NAICS6_Make_desc,Industry_NAICS6_CBP,Industry_NAICS6_CBP_desc,Commodity_SCTG,Commodity_SCTG_desc,Proportion
525000,"Funds, trusts, and other financial vehicles",525910,Open-End Investment Funds,0,NA,0
525000,"Funds, trusts, and other financial vehicles",525920,"Trusts, Estates, and Agency Accounts",0,NA,0
525000,"Funds, trusts, and other financial vehicles",525990,Other Financial Vehicles,0,NA,0
52A000,Monetary authorities and depository credit intermediation,521110,Monetary Authorities-Central Bank,0,NA,0
52A000,Monetary authorities and depository credit intermediation,522110,Commercial Banking,0,NA,0
52A000,Monetary authorities and depository credit intermediation,522120,Savings Institutions,0,NA,0
52A000,Monetary authorities and depository credit intermediation,522130,Credit Unions,0,NA,0
52A000,Monetary authorities and depository credit intermediation,522190,Other Depository Credit Intermediation,0,NA,0
531000,Real estate,531110,Lessors of Residential Buildings and Dwellings,0,NA,0
531000,Real estate,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),0,NA,0
531000,Real estate,531130,Lessors of Miniwarehouses and Self-Storage Units,0,NA,0
531000,Real estate,531190,Lessors of Other Real Estate Property,0,NA,0
531000,Real estate,531210,Offices of Real Estate Agents and Brokers,0,NA,0
531000,Real estate,531311,Residential Property Managers,0,NA,0
531000,Real estate,531312,Nonresidential Property Managers,0,NA,0
531000,Real estate,531320,Offices of Real Estate Appraisers,0,NA,0
531000,Real estate,531390,Other Activities Related to Real Estate,0,NA,0
532100,Automotive equipment rental and leasing,532111,Passenger Car Rental,0,NA,0
532100,Automotive equipment rental and leasing,532112,Passenger Car Leasing,0,NA,0
532100,Automotive equipment rental and leasing,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",0,NA,0
532400,Commercial and industrial machinery and equipment rental and leasing,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",0,NA,0
532400,Commercial and industrial machinery and equipment rental and leasing,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",0,NA,0
532400,Commercial and industrial machinery and equipment rental and leasing,532420,Office Machinery and Equipment Rental and Leasing,0,NA,0
532400,Commercial and industrial machinery and equipment rental and leasing,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,0,NA,0
532A00,Consumer goods and general rental centers,532210,Consumer Electronics and Appliances Rental,0,NA,0
532A00,Consumer goods and general rental centers,532220,Formal Wear and Costume Rental,0,NA,0
532A00,Consumer goods and general rental centers,532230,Video Tape and Disc Rental,0,NA,0
532A00,Consumer goods and general rental centers,532291,Home Health Equipment Rental,0,NA,0
532A00,Consumer goods and general rental centers,532292,Recreational Goods Rental,0,NA,0
532A00,Consumer goods and general rental centers,532299,All Other Consumer Goods Rental,0,NA,0
532A00,Consumer goods and general rental centers,532310,General Rental Centers,0,NA,0
533000,Lessors of nonfinancial intangible assets,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),0,NA,0
541100,Legal services,541110,Offices of Lawyers,0,NA,0
541100,Legal services,541120,Offices of Notaries,0,NA,0
541100,Legal services,541191,Title Abstract and Settlement Offices,0,NA,0
541100,Legal services,541199,All Other Legal Services,0,NA,0
541200,"Accounting, tax preparation, bookkeeping, and payroll services",541211,Offices of Certified Public Accountants,0,NA,0
541200,"Accounting, tax preparation, bookkeeping, and payroll services",541213,Tax Preparation Services,0,NA,0
541200,"Accounting, tax preparation, bookkeeping, and payroll services",541214,Payroll Services,0,NA,0
541200,"Accounting, tax preparation, bookkeeping, and payroll services",541219,Other Accounting Services,0,NA,0
541300,"Architectural, engineering, and related services",541310,Architectural Services,0,NA,0
541300,"Architectural, engineering, and related services",541320,Landscape Architectural Services,0,NA,0
541300,"Architectural, engineering, and related services",541330,Engineering Services,0,NA,0
541300,"Architectural, engineering, and related services",541340,Drafting Services,0,NA,0
541300,"Architectural, engineering, and related services",541350,Building Inspection Services,0,NA,0
541300,"Architectural, engineering, and related services",541360,Geophysical Surveying and Mapping Services,0,NA,0
541300,"Architectural, engineering, and related services",541370,Surveying and Mapping (except Geophysical) Services,0,NA,0
541300,"Architectural, engineering, and related services",541380,Testing Laboratories,0,NA,0
541400,Specialized design services,541410,Interior Design Services,0,NA,0
541400,Specialized design services,541420,Industrial Design Services,0,NA,0
541400,Specialized design services,541430,Graphic Design Services,0,NA,0
541400,Specialized design services,541490,Other Specialized Design Services,0,NA,0
541511,Custom computer programming services,541511,Custom Computer Programming Services,0,NA,0
541512,Computer systems design services,541512,Computer Systems Design Services,0,NA,0
54151A,"Other computer related services, including facilities management",541513,Computer Facilities Management Services,0,NA,0
54151A,"Other computer related services, including facilities management",541519,Other Computer Related Services,0,NA,0
541610,Management consulting services,541611,Administrative Management and General Management Consulting Services,0,NA,0
541610,Management consulting services,541612,Human Resources Consulting Services,0,NA,0
541610,Management consulting services,541613,Marketing Consulting Services,0,NA,0
541610,Management consulting services,541614,"Process, Physical Distribution, and Logistics Consulting Services",0,NA,0
541610,Management consulting services,541618,Other Management Consulting Services,0,NA,0
5416A0,Environmental and other technical consulting services,541620,Environmental Consulting Services,0,NA,0
5416A0,Environmental and other technical consulting services,541690,Other Scientific and Technical Consulting Services,0,NA,0
541700,Scientific research and development services,541711,Research and Development in Biotechnology,0,NA,0
541700,Scientific research and development services,541712,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",0,NA,0
541700,Scientific research and development services,541720,Research and Development in the Social Sciences and Humanities,0,NA,0
541800,"Advertising, public relations, and related services",541810,Advertising Agencies,0,NA,0
541800,"Advertising, public relations, and related services",541820,Public Relations Agencies,0,NA,0
541800,"Advertising, public relations, and related services",541830,Media Buying Agencies,0,NA,0
541800,"Advertising, public relations, and related services",541840,Media Representatives,0,NA,0
541800,"Advertising, public relations, and related services",541850,Display Advertising,0,NA,0
541800,"Advertising, public relations, and related services",541860,Direct Mail Advertising,0,NA,0
541800,"Advertising, public relations, and related services",541870,Advertising Material Distribution Services,0,NA,0
541800,"Advertising, public relations, and related services",541890,Other Services Related to Advertising,0,NA,0
541920,Photographic services,541921,"Photography Studios, Portrait",0,NA,0
541920,Photographic services,541922,Commercial Photography,0,NA,0
541940,Veterinary services,541940,Veterinary Services,0,NA,0
5419A0,"Marketing research and all other miscellaneous professional, scientific, and technical services",541910,Marketing Research and Public Opinion Polling,0,NA,0
5419A0,"Marketing research and all other miscellaneous professional, scientific, and technical services",541930,Translation and Interpretation Services,0,NA,0
5419A0,"Marketing research and all other miscellaneous professional, scientific, and technical services",541990,"All Other Professional, Scientific, and Technical Services",0,NA,0
550000,Management of companies and enterprises,551111,Offices of Bank Holding Companies,0,NA,0
550000,Management of companies and enterprises,551112,Offices of Other Holding Companies,0,NA,0
550000,Management of companies and enterprises,551114,"Corporate, Subsidiary, and Regional Managing Offices",0,NA,0
561100,Office administrative services,561110,Office Administrative Services,0,NA,0
561200,Facilities support services,561210,Facilities Support Services,0,NA,0
561300,Employment services,561311,Employment Placement Agencies,0,NA,0
561300,Employment services,561312,Executive Search Services,0,NA,0
561300,Employment services,561320,Temporary Help Services,0,NA,0
561300,Employment services,561330,Professional Employer Organizations,0,NA,0
561400,Business support services,561410,Document Preparation Services,0,NA,0
561400,Business support services,561421,Telephone Answering Services,0,NA,0
561400,Business support services,561422,Telemarketing Bureaus and Other Contact Centers,0,NA,0
561400,Business support services,561431,Private Mail Centers,0,NA,0
561400,Business support services,561439,Other Business Service Centers (including Copy Shops),0,NA,0
561400,Business support services,561440,Collection Agencies,0,NA,0
561400,Business support services,561450,Credit Bureaus,0,NA,0
561400,Business support services,561491,Repossession Services,0,NA,0
561400,Business support services,561492,Court Reporting and Stenotype Services,0,NA,0
561400,Business support services,561499,All Other Business Support Services,0,NA,0
561500,Travel arrangement and reservation services,561510,Travel Agencies,0,NA,0
561500,Travel arrangement and reservation services,561520,Tour Operators,0,NA,0
561500,Travel arrangement and reservation services,561591,Convention and Visitors Bureaus,0,NA,0
561500,Travel arrangement and reservation services,561599,All Other Travel Arrangement and Reservation Services,0,NA,0
561600,Investigation and security services,561611,Investigation Services,0,NA,0
561600,Investigation and security services,561612,Security Guards and Patrol Services,0,NA,0
561600,Investigation and security services,561613,Armored Car Services,0,NA,0
561600,Investigation and security services,561621,Security Systems Services (except Locksmiths),0,NA,0
561600,Investigation and security services,561622,Locksmiths,0,NA,0
561700,Services to buildings and dwellings,561710,Exterminating and Pest Control Services,0,NA,0
561700,Services to buildings and dwellings,561720,Janitorial Services,0,NA,0
561700,Services to buildings and dwellings,561730,Landscaping Services,0,NA,0
561700,Services to buildings and dwellings,561740,Carpet and Upholstery Cleaning Services,0,NA,0
561700,Services to buildings and dwellings,561790,Other Services to Buildings and Dwellings,0,NA,0
561900,Other support services,561910,Packaging and Labeling Services,0,NA,0
561900,Other support services,561920,Convention and Trade Show Organizers,0,NA,0
561900,Other support services,561990,All Other Support Services,0,NA,0
562000,Waste management and remediation services,562111,Solid Waste Collection,0,NA,0
562000,Waste management and remediation services,562112,Hazardous Waste Collection,0,NA,0
562000,Waste management and remediation services,562119,Other Waste Collection,0,NA,0
562000,Waste management and remediation services,562211,Hazardous Waste Treatment and Disposal,0,NA,0
562000,Waste management and remediation services,562212,Solid Waste Landfill,0,NA,0
562000,Waste management and remediation services,562213,Solid Waste Combustors and Incinerators,0,NA,0
562000,Waste management and remediation services,562219,Other Nonhazardous Waste Treatment and Disposal,0,NA,0
562000,Waste management and remediation services,562910,Remediation Services,0,NA,0
562000,Waste management and remediation services,562920,Materials Recovery Facilities,0,NA,0
562000,Waste management and remediation services,562991,Septic Tank and Related Services,0,NA,0
562000,Waste management and remediation services,562998,All Other Miscellaneous Waste Management Services,0,NA,0
611100,Elementary and secondary schools,611110,Elementary and Secondary Schools,0,NA,0
611A00,"Junior colleges, colleges, universities, and professional schools",611210,Junior Colleges,0,NA,0
611A00,"Junior colleges, colleges, universities, and professional schools",611310,"Colleges, Universities, and Professional Schools",0,NA,0
611B00,Other educational services,611410,Business and Secretarial Schools,0,NA,0
611B00,Other educational services,611420,Computer Training,0,NA,0
611B00,Other educational services,611430,Professional and Management Development Training,0,NA,0
611B00,Other educational services,611511,Cosmetology and Barber Schools,0,NA,0
611B00,Other educational services,611512,Flight Training,0,NA,0
611B00,Other educational services,611513,Apprenticeship Training,0,NA,0
611B00,Other educational services,611519,Other Technical and Trade Schools,0,NA,0
611B00,Other educational services,611610,Fine Arts Schools,0,NA,0
611B00,Other educational services,611620,Sports and Recreation Instruction,0,NA,0
611B00,Other educational services,611630,Language Schools,0,NA,0
611B00,Other educational services,611691,Exam Preparation and Tutoring,0,NA,0
611B00,Other educational services,611692,Automobile Driving Schools,0,NA,0
611B00,Other educational services,611699,All Other Miscellaneous Schools and Instruction,0,NA,0
611B00,Other educational services,611710,Educational Support Services,0,NA,0
621100,Offices of physicians,621111,Offices of Physicians (except Mental Health Specialists),0,NA,0
621100,Offices of physicians,621112,"Offices of Physicians, Mental Health Specialists",0,NA,0
621200,Offices of dentists,621210,Offices of Dentists,0,NA,0
621300,Offices of other health practitioners,621310,Offices of Chiropractors,0,NA,0
621300,Offices of other health practitioners,621320,Offices of Optometrists,0,NA,0
621300,Offices of other health practitioners,621330,Offices of Mental Health Practitioners (except Physicians),0,NA,0
621300,Offices of other health practitioners,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",0,NA,0
621300,Offices of other health practitioners,621391,Offices of Podiatrists,0,NA,0
621300,Offices of other health practitioners,621399,Offices of All Other Miscellaneous Health Practitioners,0,NA,0
621400,Outpatient care centers,621410,Family Planning Centers,0,NA,0
621400,Outpatient care centers,621420,Outpatient Mental Health and Substance Abuse Centers,0,NA,0
621400,Outpatient care centers,621491,HMO Medical Centers,0,NA,0
621400,Outpatient care centers,621492,Kidney Dialysis Centers,0,NA,0
621400,Outpatient care centers,621493,Freestanding Ambulatory Surgical and Emergency Centers,0,NA,0
621400,Outpatient care centers,621498,All Other Outpatient Care Centers,0,NA,0
621500,Medical and diagnostic laboratories,621511,Medical Laboratories,0,NA,0
621500,Medical and diagnostic laboratories,621512,Diagnostic Imaging Centers,0,NA,0
621600,Home health care services,621610,Home Health Care Services,0,NA,0
621900,Other ambulatory health care services,621910,Ambulance Services,0,NA,0
621900,Other ambulatory health care services,621991,Blood and Organ Banks,0,NA,0
621900,Other ambulatory health care services,621999,All Other Miscellaneous Ambulatory Health Care Services,0,NA,0
622000,Hospitals,622110,General Medical and Surgical Hospitals,0,NA,0
622000,Hospitals,622210,Psychiatric and Substance Abuse Hospitals,0,NA,0
622000,Hospitals,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,0,NA,0
623A00,Nursing and community care facilities,623110,Nursing Care Facilities,0,NA,0
623A00,Nursing and community care facilities,623311,Continuing Care Retirement Communities,0,NA,0
623A00,Nursing and community care facilities,623312,Homes for the Elderly,0,NA,0
623B00,"Residential mental retardation, mental health, substance abuse and other facilities",623210,Residential Mental Retardation Facilities,0,NA,0
623B00,"Residential mental retardation, mental health, substance abuse and other facilities",623220,Residential Mental Health and Substance Abuse Facilities,0,NA,0
623B00,"Residential mental retardation, mental health, substance abuse and other facilities",623990,Other Residential Care Facilities,0,NA,0
624100,Individual and family services,624110,Child and Youth Services,0,NA,0
624100,Individual and family services,624120,Services for the Elderly and Persons with Disabilities,0,NA,0
624100,Individual and family services,624190,Other Individual and Family Services,0,NA,0
624400,Child day care services,624410,Child Day Care Services,0,NA,0
624A00,"Community food, housing, and other relief services, including rehabilitation services",624210,Community Food Services,0,NA,0
624A00,"Community food, housing, and other relief services, including rehabilitation services",624221,Temporary Shelters,0,NA,0
624A00,"Community food, housing, and other relief services, including rehabilitation services",624229,Other Community Housing Services,0,NA,0
624A00,"Community food, housing, and other relief services, including rehabilitation services",624230,Emergency and Other Relief Services,0,NA,0
624A00,"Community food, housing, and other relief services, including rehabilitation services",624310,Vocational Rehabilitation Services,0,NA,0
711100,Performing arts companies,711110,Theater Companies and Dinner Theaters,0,NA,0
711100,Performing arts companies,711120,Dance Companies,0,NA,0
711100,Performing arts companies,711130,Musical Groups and Artists,0,NA,0
711100,Performing arts companies,711190,Other Performing Arts Companies,0,NA,0
711200,Spectator sports,711211,Sports Teams and Clubs,0,NA,0
711200,Spectator sports,711212,Racetracks,0,NA,0
711200,Spectator sports,711219,Other Spectator Sports,0,NA,0
711500,"Independent artists, writers, and performers",711510,"Independent Artists, Writers, and Performers",0,NA,0
711A00,Promoters of performing arts and sports and agents for public figures,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",0,NA,0
711A00,Promoters of performing arts and sports and agents for public figures,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",0,NA,0
711A00,Promoters of performing arts and sports and agents for public figures,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",0,NA,0
712000,"Museums, historical sites, zoos, and parks",712110,Museums,0,NA,0
712000,"Museums, historical sites, zoos, and parks",712120,Historical Sites,0,NA,0
712000,"Museums, historical sites, zoos, and parks",712130,Zoos and Botanical Gardens,0,NA,0
712000,"Museums, historical sites, zoos, and parks",712190,Nature Parks and Other Similar Institutions,0,NA,0
713100,Amusement parks and arcades,713110,Amusement and Theme Parks,0,NA,0
713100,Amusement parks and arcades,713120,Amusement Arcades,0,NA,0
713200,Gambling industries (except casino hotels),713210,Casinos (except Casino Hotels),0,NA,0
713200,Gambling industries (except casino hotels),713290,Other Gambling Industries,0,NA,0
713900,Other amusement and recreation industries,713910,Golf Courses and Country Clubs,0,NA,0
713900,Other amusement and recreation industries,713920,Skiing Facilities,0,NA,0
713900,Other amusement and recreation industries,713930,Marinas,0,NA,0
713900,Other amusement and recreation industries,713940,Fitness and Recreational Sports Centers,0,NA,0
713900,Other amusement and recreation industries,713950,Bowling Centers,0,NA,0
713900,Other amusement and recreation industries,713990,All Other Amusement and Recreation Industries,0,NA,0
721000,Accommodation,721110,Hotels (except Casino Hotels) and Motels,0,NA,0
721000,Accommodation,721120,Casino Hotels,0,NA,0
721000,Accommodation,721191,Bed-and-Breakfast Inns,0,NA,0
721000,Accommodation,721199,All Other Traveler Accommodation,0,NA,0
721000,Accommodation,721211,RV (Recreational Vehicle) Parks and Campgrounds,0,NA,0
721000,Accommodation,721214,Recreational and Vacation Camps (except Campgrounds),0,NA,0
721000,Accommodation,721310,Rooming and Boarding Houses,0,NA,0
722110,Full-service restaurants,722110,Full-Service Restaurants,0,NA,0
722211,Limited-service restaurants,722211,Limited-Service Restaurants,0,NA,0
722211,Limited-service restaurants,722212,"Cafeterias, Grill Buffets, and Buffets",0,NA,0
722211,Limited-service restaurants,722213,Snack and Nonalcoholic Beverage Bars,0,NA,0
722A00,All other food and drinking places,722310,Food Service Contractors,0,NA,0
722A00,All other food and drinking places,722320,Caterers,0,NA,0
722A00,All other food and drinking places,722330,Mobile Food Services,0,NA,0
722A00,All other food and drinking places,722410,Drinking Places (Alcoholic Beverages),0,NA,0
811100,Automotive repair and maintenance,811111,General Automotive Repair,0,NA,0
811100,Automotive repair and maintenance,811112,Automotive Exhaust System Repair,0,NA,0
811100,Automotive repair and maintenance,811113,Automotive Transmission Repair,0,NA,0
811100,Automotive repair and maintenance,811118,Other Automotive Mechanical and Electrical Repair and Maintenance,0,NA,0
811100,Automotive repair and maintenance,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",0,NA,0
811100,Automotive repair and maintenance,811122,Automotive Glass Replacement Shops,0,NA,0
811100,Automotive repair and maintenance,811191,Automotive Oil Change and Lubrication Shops,0,NA,0
811100,Automotive repair and maintenance,811192,Car Washes,0,NA,0
811100,Automotive repair and maintenance,811198,All Other Automotive Repair and Maintenance,0,NA,0
811200,Electronic and precision equipment repair and maintenance,811211,Consumer Electronics Repair and Maintenance,0,NA,0
811200,Electronic and precision equipment repair and maintenance,811212,Computer and Office Machine Repair and Maintenance,0,NA,0
811200,Electronic and precision equipment repair and maintenance,811213,Communication Equipment Repair and Maintenance,0,NA,0
811200,Electronic and precision equipment repair and maintenance,811219,Other Electronic and Precision Equipment Repair and Maintenance,0,NA,0
811300,Commercial and industrial machinery and equipment repair and maintenance,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,0,NA,0
811400,Personal and household goods repair and maintenance,811411,Home and Garden Equipment Repair and Maintenance,0,NA,0
811400,Personal and household goods repair and maintenance,811412,Appliance Repair and Maintenance,0,NA,0
811400,Personal and household goods repair and maintenance,811420,Reupholstery and Furniture Repair,0,NA,0
811400,Personal and household goods repair and maintenance,811430,Footwear and Leather Goods Repair,0,NA,0
811400,Personal and household goods repair and maintenance,811490,Other Personal and Household Goods Repair and Maintenance,0,NA,0
812100,Personal care services,812111,Barber Shops,0,NA,0
812100,Personal care services,812112,Beauty Salons,0,NA,0
812100,Personal care services,812113,Nail Salons,0,NA,0
812100,Personal care services,812191,Diet and Weight Reducing Centers,0,NA,0
812100,Personal care services,812199,Other Personal Care Services,0,NA,0
812200,Death care services,812210,Funeral Homes and Funeral Services,0,NA,0
812200,Death care services,812220,Cemeteries and Crematories,0,NA,0
812300,Dry-cleaning and laundry services,812310,Coin-Operated Laundries and Drycleaners,0,NA,0
812300,Dry-cleaning and laundry services,812320,Drycleaning and Laundry Services (except Coin-Operated),0,NA,0
812300,Dry-cleaning and laundry services,812331,Linen Supply,0,NA,0
812300,Dry-cleaning and laundry services,812332,Industrial Launderers,0,NA,0
812900,Other personal services,812910,Pet Care (except Veterinary) Services,0,NA,0
812900,Other personal services,812921,Photofinishing Laboratories (except One-Hour),0,NA,0
812900,Other personal services,812922,One-Hour Photofinishing,0,NA,0
812900,Other personal services,812930,Parking Lots and Garages,0,NA,0
812900,Other personal services,812990,All Other Personal Services,0,NA,0
813100,Religious organizations,813110,Religious Organizations,0,NA,0
813A00,"Grantmaking, giving, and social advocacy organizations",813211,Grantmaking Foundations,0,NA,0
813A00,"Grantmaking, giving, and social advocacy organizations",813212,Voluntary Health Organizations,0,NA,0
813A00,"Grantmaking, giving, and social advocacy organizations",813219,Other Grantmaking and Giving Services,0,NA,0
813A00,"Grantmaking, giving, and social advocacy organizations",813311,Human Rights Organizations,0,NA,0
813A00,"Grantmaking, giving, and social advocacy organizations",813312,"Environment, Conservation and Wildlife Organizations",0,NA,0
813A00,"Grantmaking, giving, and social advocacy organizations",813319,Other Social Advocacy Organizations,0,NA,0
813B00,"Civic, social, professional, and similar organizations",813410,Civic and Social Organizations,0,NA,0
813B00,"Civic, social, professional, and similar organizations",813910,Business Associations,0,NA,0
813B00,"Civic, social, professional, and similar organizations",813920,Professional Organizations,0,NA,0
813B00,"Civic, social, professional, and similar organizations",813930,Labor Unions and Similar Labor Organizations,0,NA,0
813B00,"Civic, social, professional, and similar organizations",813940,Political Organizations,0,NA,0
813B00,"Civic, social, professional, and similar organizations",813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",0,NA,0
814000,Private households,814110,Private Households,0,NA,0
S00201,State and local government passenger transit,926120,Regulation and Administration of Transportation Programs,0,NA,0
S00202,State and local government electric utilities,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",0,NA,0
S00203,Other state and local government enterprises,923110,Administration of Education Programs,0,NA,0
S00203,Other state and local government enterprises,923120,Administration of Public Health Programs,0,NA,0
S00203,Other state and local government enterprises,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",0,NA,0
S00203,Other state and local government enterprises,923140,Administration of Veterans' Affairs,0,NA,0
S00203,Other state and local government enterprises,924110,Administration of Air and Water Resource and Solid Waste Management Programs,0,NA,0
S00203,Other state and local government enterprises,924120,Administration of Conservation Programs,0,NA,0
S00203,Other state and local government enterprises,925110,Administration of Housing Programs,0,NA,0
S00203,Other state and local government enterprises,925120,Administration of Urban Planning and Community and Rural Development,0,NA,0
S00203,Other state and local government enterprises,926110,Administration of General Economic Programs,0,NA,0
S00203,Other state and local government enterprises,926140,Regulation of Agricultural Marketing and Commodities,0,NA,0
S00203,Other state and local government enterprises,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",0,NA,0
S00500,Federal general government (defense),928110,National Security,0,NA,0
S00600,Federal general government (nondefense),927110,Space Research and Technology,0,NA,0
S00600,Federal general government (nondefense),928120,International Affairs,0,NA,0
S00700,State and local general government,921110,Executive Offices,0,NA,0
S00700,State and local general government,921120,Legislative Bodies,0,NA,0
S00700,State and local general government,921130,Public Finance Activities,0,NA,0
S00700,State and local general government,921140,"Executive and Legislative Offices, Combined",0,NA,0
S00700,State and local general government,921150,American Indian and Alaska Native Tribal Governments,0,NA,0
S00700,State and local general government,921190,Other General Government Support,0,NA,0
S00700,State and local general government,922110,Courts,0,NA,0
S00700,State and local general government,922120,Police Protection,0,NA,0
S00700,State and local general government,922130,Legal Counsel and Prosecution,0,NA,0
S00700,State and local general government,922140,Correctional Institutions,0,NA,0
S00700,State and local general government,922150,Parole Offices and Probation Offices,0,NA,0
S00700,State and local general government,922160,Fire Protection,0,NA,0
S00700,State and local general government,922190,"Other Justice, Public Order, and Safety Activities",0,NA,0
